2020-11-21 20:57,RM,badbye,47345
2020-11-22 00:00,Lloyd,Caramel,203997
2020-11-22 00:04,Jeremih,Birthday Sex,226506
2020-11-22 00:13,Jacquees,Put In Work (with Chris Brown),199897
2020-11-22 00:16,Trey Songz,Rain (feat. Swae Lee),223799
2020-11-22 00:17,Ciara,Hotline,62901
2020-11-22 00:33,Tank,When We (Remix) [feat. Ty Dolla $ign and Trey Songz],105511
2020-11-22 04:09,Megan Thee Stallion,Outside,56530
2020-11-22 04:13,ZAYN,There You Are,199600
2020-11-22 04:14,6LACK,Float,90340
2020-11-22 04:14,BTS,Stay,1750
2020-11-22 04:17,BTS,Life Goes On,168288
2020-11-22 04:20,BTS,Filter,180220
2020-11-22 04:23,HEIZE,Her Fine Weather,151009
2020-11-22 04:27,Pritam,Kamli,3040
2020-11-22 04:27,In Love With a Ghost,Sorry for Not Answering the Phone I'm Too Busy Trying to Fly Away,15237
2020-11-22 04:27,Tinashe,Aquarius,235093
2020-11-22 04:32,BTS,Hold Me Tight,274991
2020-11-22 04:32,Unknown Artist,Unknown Track,3170
2020-11-22 04:32,jeebanoff,Timid,5596
2020-11-22 04:35,TAEMIN,Heart Stop,175233
2020-11-22 04:38,Red Velvet,Sassy Me,186064
2020-11-22 04:39,SAAY,ZGZG,4100
2020-11-22 04:39,HyunA,Lip & Hip,53392
2020-11-22 04:40,BTS,FAKE LOVE - Japanese ver. / Remix,1670
2020-11-22 04:40,Eric Nam,Good For You,710
2020-11-22 04:40,BTS,Don't Leave Me,1340
2020-11-22 04:40,MAMAMOO,Gleam,1080
2020-11-22 04:40,SHINee,Sherlock (Clue + Note),61140
2020-11-22 04:40,NCT 127,Superhuman,620
2020-11-22 04:44,BTS,INTRO : Ringwanderung,820
2020-11-22 04:44,NCT 127,Welcome To My Playground,17163
2020-11-22 04:44,Jay Park,Yummy,191626
2020-11-22 04:44,BTS,The Truth Untold,780
2020-11-22 04:46,Jay Park,Sex Trip,960
2020-11-22 04:46,BTS,First Love,820
2020-11-22 04:46,Crush,You and I,2330
2020-11-22 04:46,Holland,Nar_C,101730
2020-11-22 04:46,Jay Park,Aquaman,1570
2020-11-22 04:46,GOT7,I Am Me,1350
2020-11-22 04:46,WayV,Take Off,990
2020-11-22 04:46,SURAN,WINE (Feat.Changmo) (Prod. SUGA),1100
2020-11-22 04:46,Unknown Artist,Unknown Track,990
2020-11-22 04:49,TAEMIN,Criminal,211400
2020-11-22 04:49,NCT,WITHOUT YOU,5190
2020-11-22 04:49,SF9,Now or Never,860
2020-11-22 04:49,BTS,BTS Cypher 4,530
2020-11-22 04:49,BTS,Butterfly (Prologue Mix),890
2020-11-22 04:49,TOMORROW X TOGETHER,Blue Hour,1020
2020-11-22 04:49,BTS,I'm Fine,1200
2020-11-22 04:54,FANXY CHILD,Y,284853
2020-11-22 04:56,SEVENTEEN,舞い落ちる花びら(Fallin' Flower),1690
2020-11-22 04:56,(G)I-DLE,Senorita,1210
2020-11-22 04:56,BTS,Make It Right,760
2020-11-22 04:56,BTS,Iine!Pt.2 - Ano Bashode -,1090
2020-11-22 04:56,LOONA,열기,780
2020-11-22 04:56,pH-1,Communicate,1060
2020-11-22 04:56,NU'EST W,Dejavu,1060
2020-11-22 04:56,BTS,Stigma,750
2020-11-22 04:56,j-hope,Hope World,840
2020-11-22 04:56,Unknown Artist,Unknown Track,1010
2020-11-22 04:56,4Minute,Crazy,1110
2020-11-22 04:56,JJ Project,Icarus,1120
2020-11-22 04:56,TAEMIN,Under My Skin,85946
2020-11-22 04:56,Red Velvet,Time To Love,960
2020-11-22 04:56,Dynamicduo,BONGJESEON (Feat. SURAN),1020
2020-11-22 05:00,BTS,Iine!Pt.2 - Ano Bashode -,235466
2020-11-22 05:03,LOONA,열기,210125
2020-11-22 05:09,Agust D,So Far Away,358270
2020-11-22 05:10,BLACKPINK,Forever Young,5224
