2021-02-15 23:48,Jeet-Pritam,Sharara,296515
2021-02-15 23:52,G-Eazy,No Less,250640
2021-02-15 23:53,Dua Lipa,We're Good,26338
2021-02-15 23:57,Monsta X,WANTED,22118
2021-02-15 23:57,Rita Ora,Big (feat. Gunna),20714
2021-02-15 23:57,cøzybøy,feeling down,226341
2021-02-15 23:58,blackbear,cheers (with Wiz Khalifa),10677
2021-02-15 23:58,blackbear,dirty laundry (slowed),19466
2021-02-15 23:58,MAGGIE ANDREW,Sleep 4Ever (with blackbear),10847
2021-02-15 23:58,Jay Sean,Incomplete,14922
2021-02-16 00:01,G-Eazy,Provide (feat. Chris Brown & Mark Morrison),168927
2021-02-16 00:04,Martin Garrix,Pressure (feat. Tove Lo),144391
2021-02-16 00:08,Maroon 5,Cold (feat. Future),234308
2021-02-16 00:10,Why Don't We,Come to Brazil,139211
2021-02-16 00:16,Lauv,Mean It,232853
2021-02-16 01:36,Eric Bellinger,Hype Beast,232216
2021-02-16 04:11,Post Malone,Circles,1098
2021-02-16 04:11,Eric Bellinger,Hype Beast,72682
2021-02-16 04:11,Sonu Nigam,Halka Halka Sa Yeh Sama,1856
2021-02-16 04:11,LAY,癡,8415
2021-02-16 04:12,LAY,Joker,6965
2021-02-16 04:12,LAY,湘江水,4426
2021-02-16 04:12,LAY,略過,5802
2021-02-16 04:14,Eric Bellinger,Serious,137443
2021-02-16 04:14,Eric Bellinger,Then What,8936
2021-02-16 04:14,Eric Bellinger,Do Me Good,5909
2021-02-16 04:14,Eric Bellinger,After Midnight (feat. Chrishan),4533
2021-02-16 04:15,Eric Bellinger,Only You,22240
2021-02-16 04:15,Eric Bellinger,Breakfast In Bed,3743
2021-02-16 04:15,Eric Bellinger,Hype Beast,789
2021-02-16 04:16,Eric Bellinger,Not Like That,9056
2021-02-16 04:16,Eric Bellinger,Little Bit (feat. Rahky),81045
2021-02-16 04:16,Eric Bellinger,Hit Eazy,3871
2021-02-16 04:17,Eric Bellinger,Serious,1631
2021-02-16 04:17,Eric Bellinger,Then What,618
2021-02-16 04:17,Eric Bellinger,Only You,4074
2021-02-16 04:17,Eric Bellinger,Do Me Good,725
2021-02-16 04:17,Eric Bellinger,After Midnight (feat. Chrishan),671
2021-02-16 04:17,Eric Bellinger,I Got It,3200
